Ioannis Rekleitis,"[Video Sessions Co-Chair, University of South Carolina, USA]"
Ivan Storr,"[Blue Ocean Robotics, Australia]"
Jadran Lenarčič,[Advising Committee Member]
Jaime Valls Miro,"[University of Technology Sydney, Australia]"
Jamie Paik,[Arts in Robotics Co-Chair]
Jana Tumova,"[Publication Committee Chair, KTH Royal Institute of Technology, Sweden]"
Jaydev P. Desai,"[Program Chair, Georgia Institute of Technology, USA]"
Jean-Paul Laumond,"[Robotic Art Program Co-chair, CNRS, France, Advising Committee Member]"
Jean-Pierre Merlet,[Advising Committee Member]
Jelizaveta Konstantinova,[Careers Chair]
Jennifer Palmer,"[Defence Science & Technology Group, Australia]"
Jens Kober,"[Senior Program Committee Member, Delft University of Technology , Netherlands]"
Jessica Burgner-Kahrs,[Continuum Robotics Laboratory - Robotics Institute at the University of Toronto]
Jessica Hodgins,"[Carnegie-Mellon University, USA]"
Jianwei Zhang,"[Industry Forum Chair, Robotics Competitions Co-Chair]"
Jim Ostrowski,"[Industry/Exhibits Committee Chair, Blue River Technology Inc., USA]"
Jing Xiao,"[Workshop and Tutorials Chair, Worcester Polytechnic Institute, USA, Interactive Sessions Chair]"
Joelle Pineau,"[Supporting Cast, McGill University, Canada]"
John Hollerbach,"[Supporting Cast, University of Utah, USA]"
John Oyekan,[Robotics and Autonomy in Sustainability Forum Chair]
Jonathan Kelly,"[University of Toronoto, Canada, Talent Recruitment Chair, University of Toronto, Canada, Accessibility Co-Chair, University of Toronto, Canada]"
Jonathan Roberts,"[Queensland University of Technology, Australia]"
Jorge Angeles,"[Local Arrangements Committee, McGill University, Canada]"
Jorge Dias,[nan]
Jozsef Kovecses,"[Local Arrangements - Co-Chair, McGill University, Canada]"
Julie Shah,"[Senior Program Committee Member, Massachusetts Institute of Technology, USA]"
Junaed Sattar,"[Registration Chair, University of Minnesota, USA]"
Ka-Wai Kwok,[Video Sessions Chair]
Karinne Ramirez-Amaro,[Student Activities & K12 Outreach Chair]
Kaspar Althoefer,[nan]
Katherine Driggs-Campbell,[nan]
Kazuhiro Kosuge,[Advising Committee Member]
Kazuhito Yokoi,[Workshops & Tutorials Chair]
Ken Goldberg,"[University of California Berkeley, USA, Publicity Chair, University of California, Berkeley, USA]"
Ketao Zhang,[Tour committee chair]
Kevin Lynch,"[Northwestern University, USA]"
Kostas Daniilidis,"[Supporting Cast, University of Pennsylvania, USA]"
Krzysztof Kozlowski,[Exhibition Chair]
Libor Přeučil,[Advising Committee Member]
Lorenzo Jamone,[Student Activities & K12 Outreach Co-Chair]
Luca Carlone,"[Senior Program Committee Member, Massachusetts Institute of Technology, USA]"
Lucia Pallottino,"[Publication Committee Co-Chair, University of Pisa, Italy]"
Luigi Manfredi,[nan]
Luis Mejias,"[Queensland University of Technology, Australia]"
Lydia Kavraki,[Workshops & Tutorials Chair]
Lynne Parker,"[University of Tennessee, USA]"
M. Ani Hsieh,"[Workshop and Tutorials Co-Chair, University of Pennsylvania, USA]"
Maarja Kruusmaa,[Student Activities & K12 Outreach Co-Chair]
Malika Meghjani,"[Social Media Co-Chair, Singapore-MIT Alliance for Research and Technology, USA]"
Marc Toussaint,"[Senior Program Committee Member, Berlin Institute of Technology, Germany]"
Marcia O'Malley,"[CEB Editor in Chief, Rice University, USA]"
Marcie,"[Senior Program Committee Member, Rice University, USA]"
Maren Bennewitz,"[Publicity Chair, nan]"
Maria Jose Galvez Trigo,[nan]
Maria Pia Fanti,[nan]
Mark Yim,"[Competitions Committee Chair, University of Pennsylvania, USA]"
Markus Vincze,"[Vienna University of Technology, Austria]"
Matteo Cianchetti,[nan]
Matthew Howard,[nan]
Matthew Walter,"[Toyota Technological Institute - Chicago, USA]"
Max Meng,[Finance Chair]
Megan Emmons,"[Colorado State University, USA, Student Activity Chair, Sandia National Labs, USA]"
Mehmet Dogar,"[Senior Program Committee Member, University of Leeds, United Kingdom]"
Michael Boyle,"[Queensland University of Technology, Australia]"
Michael Brunig,"[University of Queensland, Australia]"
Michael Gauthier,[Finance Chair]
Michael Jenkin,"[Publicity co-chair, York University, Canada]"
Michael Posa,"[Local Arrangements Chair, University of Pennsylvania, USA]"
Michael Wang,"[Hong Kong University of Science and Technology, Hong Kong, Awards Committee, Hong Kong University of Science and Technology, Hong Kong]"
Mike Yip,"[Senior Program Committee Member, University of California San Diego, USA]"
Mini Rai,[Media and Publicity Chair]
Mirko Kovac,[Sponsorship & Exhibition Co-Chair]
Mohamed Chetouani,[Local Arrangement Chair]
Mokrane Boudaoud,[Talent Recruitment Chair]
Nancy Amato,[Program Co-Chair]
Nancy M Amato,"[Texas A&M University, USA]"
Nancy M. Amato,"[Texas A&M University, USA]"
Navinda Kottege,"[CSIRO, Australia]"
Nicholas Roy,"[Supporting Cast, Massachusetts Institute of Technology, USA]"
Nick Roy,"[Awards Committee Chair, Massachusetts Institute of Technology, USA]"
Nicola Bezzo,"[Website Committee Chair, University of Virginia, USA]"
Nicolas Andreff,[Publicity Chair]
Nicolas Rojas,[nan]
Nikolay Atanasov,"[Workshops/Tutorials Co-Chair, University of California San Diego, USA]"
Nikos Papanikolopoulos,"[University of Minnesota, USA]"
Nina Robson,"[CSU Fullerton, USA]"
Oliver Brock,"[Awards Chair, Technical University of Berlin, Germany, nan]"
Oussama Khatib,[Honorary Chair]
Paolo Fiorini,[nan]
Paolo Rocco,[nan]
Pasi Kallio,[Publication Chair]
Paul Pounds,"[University of Queensland, Australia]"
Peter Corke,"[Queensland University of Technology, Australia, nan]"
Philippe Bidaud,[Industry Chair]
Pierre Dupont,"[Supporting Cast, Harvard Medical School, USA]"
Pierre Renaud,[Exhibition Chair]
Pietro Valdastri,"[Publications Chair, University of Leeds, United Kingdom, Finance Co-Chair]"
Raj Madhavan,"[Humanitarian Robotics Technology, USA]"
Raja Chatila,[Honorary Chair]
Rajni Patel,"[Supporting Cast, Western University, Canada]"
Ravinder Dahiya,[nan]
Riaan Stopforth,"[Professor, Low-income Countries Chair - University of KwaZulu-Natal, South Africa]"
Richard Vaughan,"[Simon Fraser University, Canada]"
Robert Fitch,"[University of Technology Sydney, Australia]"
Robert Mahony,"[Australian National University, Australia]"
Rodney Roberts,"[Florida State University, USA]"
Roland Siegwart,"[ETH Zurich, Switzerland, General Co-Chair]"
Ryan Williams,"[Accessibility Co-Chair, Virginia Tech, USA]"
Sabine Hauert,"[Publicity Committee Chair, University of Bristol, UK]"
Saeid Nahavandi,"[Deakin University, Australia]"
Salah Sukarieh,"[University of Sydney, Australia]"
Samer Mohammed,[Workshops & Tutorials Chair]
Samuel Bianchini,[ICRA-X: Robotics & Art Program Chair]
Sandra Hirche,"[The Technical University of Munich, Germany]"
Sanja Dogramadzi,[nan]
Sarthak Misra,"[Travel Awards Co-Chair, University of Twente, Netherlands]"
Satoshi Tadokoro,[nan]
Seth Hutchinson,"[Supporting Cast, Georgia Institute of Technology, USA, Senior Program Committee Member, Georgia Institute of Technology, USA, nan]"
Shaojie Shen,"[Senior Program Committee Member, Hong Kong University of Science and Technology, Hong Kong]"
Shigeki Sugano,"[Supporting Cast, Waseda University, Japan]"
Shinichi Hirai,[nan]
Sinan Haliyo,[Executive Chair & Communication Chair]
Sonia Chernova,"[Senior Program Committee Member, Georgia Institute of Technology, USA]"
Spring Berman,"[Workshops/Tutorials Co-Chair, Arizona State University, USA]"
Srikanth Saripalli,"[Texas A&M University, USA]"
Stefan Williams,"[University of Sydney, Australia, Supporting Cast, University of Sydney, Australia]"
Stefano Stramagioli,"[University of Twente, Netherlands]"
Stephanie_Gil,"[Travel Grant Committee Chair, Harvard University, USA]"
Stergios Roumeliotis,"[Supporting Cast, University of Minnesota, USA]"
Steven Waslander,"[Supporting Cast, University of Waterloo, Canada]"
Stéphane Régnier,[General Chair]
Sunil Agrawal,"[Supporting Cast, Columbia University, USA]"
Takamitsu Matsubara,"[NAIST, Japan]"
Tamas Haidegger,"[Obuda University, Hungary]"
Tamim Asfour,"[Karlsruhe Institute of Technology, Germany, RA-L Editor in Chief, Karlsruhe Institute of Technology, Germany]"
Tamin Asfour,"[Senior Program Committee Member, Karlsruhe Institute of Technology, Germany]"
Tamás Haidegger,[nan]
Thierry Peynot,"[Queensland University of Technology, Australia]"
Thrishantha Nanayakkara,[Sponsorship & Exhibition Chair]
Tiantian Xu,[Gender Equity Chair]
Tim Barfoot,"[Senior Program Committee Member, University of Toronto , Canada]"
Tony Maciejewski,"[Senior Program Committee Member, Colorado State University, USA, Publicity Co-Chair]"
Torsten Kroger,"[Karlsruhe Institute of Technology, Germany]"
Toshio Fukuda,"[Industry Forum Chair, Nagoya University, Japan]"
U-Xuan Tan,"[Website Chair, Singapore University of Technology and Design, Singapore]"
Vadim Indelman,"[Senior Program Committee Member, Technion, Israel]"
Venkat Krovi,"[Finance Committee Chair, Clemson University, USA]"
Venkat N. Krovi,"[Finance Chair, Clemson University, USA]"
Vijay Kumar,"[Awards Co-Chair, University of Pennsylvania, USA, General Co-Chair, University of Pennsylvania, USA]"
Wolfram Burgard,"[Supporting Cast, Toyota Research Institute & University of Freiburg, Germany, Program Chair]"
Xie Hui,[Travel Support Chair]
Yanliang Zhang,"[Xbot Park, China]"
Yasuhisa Hasegawa,[nan]
Yi Guo,[nan]
Yogesh Girdhar,"[Social Media Co-Chair, Woods Hole Oceanographic Institution, USA]"
Yoshihiko Nakamura,"[University of Tokyo, Japan]"
Zeynep_Temel,"[Industry/Exhibits Committee Co-Chair, Carnegie Mellon University, USA]"
Zhidong Wang,"[Senior Programme Committee, Publication Co-chair]"
