name,affiliation
Ana Milanova,"Rensselaer Polytechnic Institute, United States"
Breno Miranda,"Federal University of Pernambuco, Brazil"
Audris Mockus,"The University of Tennessee, United States"
Kevin Moran,"George Mason University, United States"
Hausi Muller,"University of Victoria, Canada"
Emerson Murphy-Hill,"Google, United States"
Shiva Nejati,"University of Ottawa, Canada"
Yannic Noller,"National University of Singapore, Singapore"
Nicole Novielli,"University of Bari, Italy"
Alessandro Orso,"Georgia Institute of Technology, United States"
Fabio Palomba,"University of Salerno, Italy"
Sebastiano Panichella,"Zurich University of Applied Science, Switzerland"
Mike Papadakis,"University of Luxembourg, Luxembourg"
Elise Paradis,"Facebook Inc, United States"
Liliana Pasquale,"University College Dublin and Lero, Ireland"
Xin Peng,"Fudan University, China"
Justyna Petke,"University College London, United Kingdom"
Roberto Pietrantuono,"University of Naples Federico II, Italy"
Gustavo Pinto,"UFPA, Brazil"
Michael Pradel,"University of Stuttgart, Germany"
Rafael Prikladnicki,"Pontifical Catholic University of Rio Grande do Sul, Brazil"
Sebastian Proksch,"DElft University of Technology, Netherlands"
Peter Rigby,"Concordia University, Canada"
Romain Robbes,"Free University of Bozen-Bolzano, Italy"
Gregorio Robles,"Universidad Rey Juan Carlos, Spain"
Paige Rodeghero,"Clemson University, United States"
Gema Rodriguez-Perez,"University of British Columbia (Okanagan), Canada"
Julia Rubin,"The University of British Columbia, Canada"
Daniel Russo,"Aalborg University - Copenhagen, Denmark"
Barbara Russo,"Free University of Bozen-Bolzano, Italy"
Caitlin Sadowski,"Google, United States"
Federica Sarro,"University College London, United Kingdom"
Giuseppe Scanniello,"University of Basilicata, Italy"
Ina Schaefer,"TU Braunschweig, Germany"
Carolyn Seaman,"University of Maryland Baltimore County, United States"
Francisco Servant,"Virginia Tech, United States"
Bonita Sharif,"University of Nebraska - Lincoln, United States"
David Shepherd,"Virginia Commonwealth University, United States"
Elena Sherman,"Boise State University, United States"
Janet Siegmund,"Chemnitz University of Technology, Germany"
Mary Lou Soffa,"University of Virginia, United States"
Diomidis Spinellis,"Athens University of Economics and Business & Delft University of Technology, Greece"
Paola Spoletini,"Kennesaw State University, United States"
Igor Steinmacher,"Universidade Tecnológica Federal do Paraná, Brazil"
Klaas-Jan Stol,"University College Cork & Lero & SINTEF, Ireland"
Kevin Sullivan,"University of Virginia, Department of Computer Science, United States"
Youcheng Sun,"University of Manchester, United Kingdom"
Amjed Tahir,"Massey University, New Zealand"
Lin Tan,"Purdue University, United States"
Chakkrit Tantithamthavorn,"Monash University, Australia"
Patanamon Thongtanunam,"The University of Melbourne, Australia"
Thomas Thüm,"University of Ulm, Germany"
Paolo Tonella,"Università della Svizzera italiana, Switzerland"
Christoph Treude,"University of Melbourne, Australia"
Michele Tufano,"Microsoft, United States"
Rachel Tzoref-Brill,"IBM Research, Israel"
Marco Tulio Valente,"Federal University of Minas Gerais, Brazil"
Andre van der Hoek,"University of California, Irvine, United States"
Bogdan Vasilescu,"Carnegie Mellon University, United States"
Andreas Vogelsang,"University of Cologne, Germany"
Chao Wang,"University of Southern California, United States"
Shaowei Wang,"University of Manitoba, Canada"
Andrzej Wąsowski,"IT University of Copenhagen, Denmark"
Shiyi Wei,"University of Texas at Dallas, United States"
Martin White,"Booz Allen Hamilton, United States"
Jon Whittle,"CSIRO's Data61 and Monash University, Australia"
Laurie Williams,"North Carolina State University, United States"
Tao Xie,"Peking University, China"
Yingfei Xiong,"Peking University, China"
Jason (Minhui) Xue,"The University of Adelaide, Australia"
Guowei Yang,"The University of Queensland, Australia"
Wei Yang,"University of Texas at Dallas, United States"
Tingting Yu,"University of Cincinnati, United States"
Tao Yue,"Nanjing University of Aeronautics and Astronautics, Simula Research Laboratory, China"
Andy Zaidman,"Delft University of Technology, Netherlands"
Fiorella Zampetti,"University of Sannio, Italy"
Andreas Zeller,"CISPA Helmholtz Center for Information Security, Germany"
Lingming Zhang,"University of Illinois at Urbana-Champaign, United States"
Xiangyu Zhang,"Purdue University, United States"
Jian Zhang,"Institute of Software, Chinese Academy of Sciences, China"
Jie Zhang,"UCL, United Kingdom"
Hao Zhong,"Shanghai Jiao Tong University, China"
Minghui Zhou,"Peking University, China"
Ying Zou,"Queen's University, Canada"
Matthew B Dwyer,University of Virginia
Daniela Damian,"University of Victoria, Canada"
Andreas Zeller,"CISPA, Germany"
Christian Kästner,"Carnegie Mellon University, USA"
Yuriy Brun,University of Massachusetts Amherst
Anita Sarma,Oregon State University
Grace Lewis,"Carnegie Mellon Software Engineering Institute, United States"
Joanne M. Atlee,"University of Waterloo, Canada"
David Rosenblum,"George Mason University, United States"
Cecile Peraire,Carnegie Mellon University Silicon Valley
Alexander Serebrenik,"Eindhoven University of Technology, Netherlands"
Mark Harman,"University College London, United Kingdom"
Heather Miller,"Carnegie Mellon University, USA"
Andrew Begel,"Microsoft Research, USA"
Kelly Blincoe,"University of Auckland, New Zealand"
Liliana Pasquale,"University College Dublin & Lero, Ireland"
Christoph Treude,"University of Melbourne, Australia"
Dan Hao,"Peking University, China"
Lingming Zhang,University of Illinois at Urbana-Champaign
Yan Cai,"Institute of Software at Chinese Academy of Sciences, China"
Andreas Vogelsang,"University of Cologne, Germany"
Jin L.C. Guo,"McGill University, Canada"
Elena Sherman,"Boise State University, United States"
Filomena Ferrucci,"University of Salerno, Italy"
Zhi Jin,"Peking University, China"
Nenad Medvidović,"University of Southern California, USA"
Alex Orso,"Georgia Institute of Technology, USA"
Dongmei Zhang,"Microsoft Research, China"
Jonathan Bell,Northeastern University
Shinpei Hayashi,"Tokyo Institute of Technology, Japan"
Ciera Jaspan,"Google, United States"
Alvine Boaye Belle,"York University, Canada"
Michael Hilton,"Carnegie Mellon University, United States"
Laura Moreno,"CQSE America, United States"
Sebastian Elbaum,"University of Virginia, United States"
Gail Murphy,"University of British Columbia, Canada"
Mauro Pezze,"USI Lugano; Schaffhausen Institute of Technology, Switzerland"
Saba Alimadadi,"Simon Fraser University, Canada"
Hamid Bagheri,University of Nebraska-Lincoln
Shane McIntosh,"University of Waterloo, Canada"
ThanhVu Nguyen,"George Mason University, United States"
Jocelyn Simmonds,"University of Chile, Chile"
Claire Le Goues,Carnegie Mellon University
Kathryn Stolee,"North Carolina State University, United States"
Eleni Constantinou,ACM Student Research Competition Co-Chair
Joshua Garcia,ACM Student Research Competition Co-Chair
Sergey Mechtaev,ACM Student Research Competition Co-Chair
Alessandra Gorla,Technical Briefings Co-chair
Neha Rungta,Technical Briefings Co-chair
Ivan Beschastnikh,"Co-Located Events co-Chair, University of British Columbia"
Christine Julien,"Co-Located Events co-Chair, University of Texas at Austin, United States"
Bogdan Vasilescu,"Data Czar, Carnegie Mellon University, USA"
Igor Wiese,"Social Media Chair, Federal University of Technology - Paraná (UTFPR)"
Brittany Johnson,"Diversity, Equity, and Inclusion Co-Chair, George Mason University, United States"
Birgit Penzenstadler,"Diversity, Equity, and Inclusion Co-Chair, Chalmers, Sweden"
Mario Linares-Vasquez,"Publicity Co-Chair, Universidad de los Andes, Colombia"
Nicole Novielli,"Publicity Co-Chair, University of Bari, Italy"
Fabio Petrillo,"Virtualization Co-Chair, Université du Québec à Chicoutimi, Canada"
Tao Xie,"Virtualization Co-Chair, Peking University, China"
Cristina Cifuentes,"Sponsorship Co-Chair, Oracle Labs, Australia"
Sam Malek,"Sponsorship Co-Chair, University of California at Irvine, USA"
Eunsuk Kang,"Travel Grants Chair, Carnegie Mellon University, United States"
Joshua Sunshine,"Accommodations Chair, Carnegie Mellon University"
Michael Vierhauser,"Submission Chair, Johannes Kepler University Linz, Austria"
Ben Hermann,"Open Science Chair, Technical University Dortmund, Germany"
Yonghwi Kwon,"Registration Chair, University of Virginia, United States"
Bonita Sharif,"Birds of a Feather Chair, University of Nebraska-Lincoln, USA"
Gregg Rothermel,"North Carolina State University, United States"
Doo-Hwan Bae,"Korea Advanced Institute of Science and Technology, South Korea"
Jane Cleland-Huang,"University of Notre Dame, United States"
Darko Marinov,"University of Illinois at Urbana-Champaign, United States"
Crista Lopes,"University of California, Irvine, United States"
Lori Pollock,"University of Delaware, USA, United States"
Miryung Kim,"University of California, Los Angeles, United States"
Wei Le,"Iowa State University, United States"
Steve Cha,"Korea University, South Korea"
Jang-Eui Hong,"Chungbuk National University, South Korea"
Byungjeong Lee,"University of Seoul, South Korea"
Moonzoo Kim,"KAIST / VPlusLab Inc., South Korea"
Willem Visser,"Stellenbosch University, South Africa"
Shin Yoo,"Korea Advanced Institute of Science and Technology, South Korea"
Sungwon Kang,Korea Advanced Institute of Science and Technology
Amy Ko,"University of Washington, United States"
Seok-Won Lee,"Ajou University, South Korea"
Anita Sarma,"Oregon State University, United States"
Sam Malek,"University of California, Irvine, United States"
Eunjee Song,"Baylor University, United States"
Hyunsook Do,"University of North Texas, United States"
Tien N. Nguyen,"University of Texas at Dallas, United States"
Leandro Minku,"University of Birmingham, UK"
Collin McMillan,"University of Notre Dame, United States"
Tingting Yu,"University of Kentucky, United States"
Andrian Marcus,"University of Texas at Dallas, United States"
Mike Papadakis,"University of Luxembourg, Luxembourg"
Mauro Pezze,"Università della Svizzera italiana (USI) and Schaffhausen Institute of Technology (SIT), Switzerland"
Mary Lou Soffa,"University of Virginia, United States"
Lionel Briand,"SnT Centre/University of Luxembourg, Luxembourg"
Gail Murphy,"University of British Columbia, Canada"
Andrew Begel,"Microsoft Research, United States"
Junbeom Yoo,"Konkuk University, South Korea"
Alessandro Orso,"Georgia Tech, United States"
In-Young Ko,"Korea Advanced Institute of Science and Technology, South Korea"
William G.J. Halfond,"University of Southern California, United States"
René Just,"University of Washington, USA, United States"
Milos Gligoric,"The University of Texas at Austin, United States"
Shin Hong,"Handong Global University, South Korea"
Lingming Zhang,"The University of Texas at Dallas, United States"
Donghwan Shin,"University of Luxembourg (SnT), Luxembourg"
Prem Devanbu,"University of California, United States"
Sebastian Uchitel,"Universidad de Buenos Aires / Imperial College, Argentina"
Michael Vierhauser,"Johannes Kepler University Linz, Austria"
Ben Hermann,"Paderborn University, Germany"
Sang Kil Cha,"KAIST, South Korea"
José Miguel Rojas,"University of Leicester, UK, United Kingdom"
