name,affiliation
Martha Yifiru Tachbelie,"Addis Ababa University, Ethiopia"
Alexis Palmer,University of Colorado Boulder
Ignatius Eziani,"Lancaster University, United Kingdom"
Manuel Mager,"University of Stuttgart, Germany"
Nafise Moosavi,"TU Darmstadt, Germany"
Alvin Grissom,Haverford College
Xanda Schofield,"Harvey Mudd College, USA"
Pedro Rodriguez,"University of Maryland, College Park, USA"
Malvina Nissim,"University of Groningen, Netherlands"
Min-Yen Kan,"National University of Singapore, Singapore"
Xanda Schofield,"Harvey Mudd College, USA"
Nattapol Kritsuthikul,"NECTEC, NSTDA, Thailand"
Zhongjun He,"Baidu Co, China"
Yadollah Yaghoobzadeh,"University of Tehran, Iran"
Qi Zhang,"Fudan University, China"
Angeliki Lazaridou,"DeepMind, USA"
Jing Huang,"JD AI Research, China"
Antoine Bosselut,"Stanford University, USA"
Christophe Gravier,"Universite de Saint-Etienne/Lyon, France"
Luciana Benotti,"National University of Cordoba, Argentina"
Lidong Bing,"DAMO Academy, Alibaba Group, Singapore"
Zhumin Chen,"Shandong University, China"
Rachele Sprugnoli,"Universita Cattolica del Sacro Cuore, Italy"
Mark Seligman,"Speechmorphing, Inc., US"
Hao Fang,Microsoft Semantic Machines
Wei Lu,"Singapore University of Technology and Design, Singapore"
Krich Nasingkun,"NECTEC, NSTDA, Thailand"
Alessandro Raganato,"University of Helsinki, Finland"
Shaonan Wang,"Institute of Automation, Chinese Academy of Sciences, China"
Jianfei Yu,"Nanjing University of Science and Technology, China"
Liang-Chih Yu,"Yuan Ze University, Taiwan"
Dongyan Zhao,"Peking University, China"
Chutima Beokhaimook,"Rangsit University, Thailand"
Witchaworn Mankhong,"NECTEC, NSTDA, Thailand"
Bonnie Webber,"University of Edinburgh, UK"
Tim Baldwin,"University of Melbourne, Australia"
Ellen Riloff,"University of Utah, USA"
C. M. Downey,"University of Washington, USA"
Caterina Lacerra,Sapienza University of Rome
Rocco Tripodi,University of Bologna
Naoki Okada,Osaka University
Masato Yoshinaka,Osaka University
Dan Jurafsky,Stanford University
Joyce Chai,University of Michigan
Natalie Schluter,Google Brain and IT University of Copenhagen
Joel Tetreault,Dataminr
Jianfeng Gao,Microsoft Research
Priscilla Rasmussen,ACL
Luke Zettlemoyer,University of Washington
Agata Savary,University of Tours
Yue Zhang,Westlake University
Milica Gašić,Heinrich Heine University of Düsseldorf
Dilek Hakkani-Tur,Amazon Alexa AI
Saif M. Mohammad,National Research Council Canada
Ves Stoyanov,Facebook AI
Rotem Dror,Technion - Israel Institute of Technology
Jiangming Liu,The University of Edinburgh
Shruti Rijhwani,Carnegie Mellon University
Yizhong Wang,University of Washington
Omri Abend,Hebrew University of Jerusalem
Sujian Li,Peking University
Zhou Yu,"University of California, Davis"
Nanyun Peng,University of Southern California
Asli Celikyilmaz,"Microsoft Research, Redmond"
Shawn Wen,PolyAI
Cecilia Ovesdotter Alm,Rochester Institute of Technology
Vinodkumar Prabhakaran,Google
Hoifung Poon,Microsoft
Kristina Toutanova,Google
Steven Bethard,University of Arizona
Ryan Cotterell,University of Cambridge
Rui Yan,Peking University
Hao Fang,Microsoft Semantic Machines
Sudha Rao,"Microsoft Research, Redmond"
Yi Luan,Google AI Language
Hamid Palangi,"Microsoft Research, Redmond"
Lianhui Qin,University of Washington
Yizhe Zhang,"Microsoft Research, Redmond"
Emily M. Bender,University of Washington
Esther Seyffarth,University of Düsseldorf
Zhiyuan Liu,Tsinghua University
Ananya Ganesh,Educational Testing Service
Klaus Zechner,Educational Testing Service
Marjan Ghazvininejad,Facebook AI Lab
Sudha Rao,"Microsoft Research, Redmond"
Yizhe Zhang,"Microsoft Research, Redmond"
Lluís Màrquez,Amazon
Anna Korhonen,University of Cambridge
David Traum,University of South California
Alessandro Lenci,University of Pisa
Bernardo Magnini,Bruno Kessler Foundation
Simonetta Montemagni,Institute for Computational Linguistics of CNR (CNR-ILC)
Barbara Plank,IT University of Copenhagen
Sebastian Riedel,University College London and Facebook AI Research
Fernando Alva-Manchego,University of Sheffield
Eunsol Choi,University of Washington
Daniel Khashabi,University of Pennsylvania
Hannaneh Hajishirzi,University of Washington
Aurelie Herbelot,University of Trento
Scott Wen-tau Yih,Facebook AI Research
Yue Zhang,Westlake University
Preslav Nakov,"Qatar Computing Research Institute, HBKU"
Alexis Palmer,University of North Texas
Enrique Alfonseca,Google
Marta R. Costa-jussà,Technical University of Catalonia
Douwe Kiela,Facebook
Ivan Vulić,University of Cambridge
Shay Cohen,University of Edinburgh (Advisory)
Kevin Gimpel,Toyota Technological Institute at Chicago (Advisory)
Elena Cabrio,"Université Côte d’Azur, Inria, CNRS, I3S"
Rachele Sprugnoli,Università Cattolica del Sacro Cuore
Andrea Cimino,Institute for Computational Linguistics of CNR (CNR-ILC)
Sara Goggi,Institute for Computational Linguistics of CNR (CNR-ILC) (Co-Chair)
Maria Cristina Schiavone,MCI Group (Co-Chair)
Sacha Bourdeaud'Hui,Mamoka (Web Manager)
Roberto Basili,"University of Rome, Tor Vergata"
Giovanni Semeraro,University of Bari
Felice Dell'Orletta,Institute for Computational Linguistics of CNR (CNR-ILC)
Lucia Passaro,University of Pisa
Sara Tonelli,Bruno Kessler Foundation
Rada Mihalcea,University of Michigan
Robert Frederking,Carnegie Mellon University (CMU)
Aakanksha Naik,Carnegie Mellon University (CMU)
Dominique Brunato,Institute for Computational Linguistics of CNR (CNR-ILC)
Marco Senaldi,"University of Pisa, Scuola Normale Superiore (Pisa)"
Giulia Venturi,Institute for Computational Linguistics of CNR (CNR-ILC)
Alberto Lavelli,Bruno Kessler Foundation
Simone Filice,Amazon
Antoine Bosselut,École Polytechnique Fédérale de Lausanne
Dan Roth,University of Pennsylvania
Soujanya Poriya,Singapore University of Technology and Design
Animesh Mukherjee,"Indian Institute of Technology, Kharagpur"
Ashique KhudaBukhsh,Rochester Institute of Technology
Brendan O’Connor,University of Massachusetts Amherst
Malihe Alikhani,University of Pittsburgh
Zhou Yu,Columbia University
Sebastian Schuster,Saarland University
Yufang Hou,IBM Research
Christian Hardmeier,IT University of Copenhagen
Shafiq Joty,Salesforce AI Research
Manfred Stede,Potsdam University
Sara Hooker,Cohere For AI
Marta R. Costa-jussà,Meta AI
Preslav Nakov,MBZUAI
Alison Smith,Dataminr
Cecilia O. Alm,Rochester Institute of Technology
Diyi Yang,Stanford University
Jeffrey P. Bigham,Carnegie Mellon University
Scott Yih,Meta AI
Bhaskar Mitra,Microsoft Research
Hao Fei,National University of Singapore
Sudip Naksar,Jadavpur University
Qifan Wang,Meta AI
David Mimno,Cornell University
Gabriella Pasi,University of Milano-Bicocca
Sebastian Gehrmann,Bloomberg
Yonatan Belinkov,Technion
Nadir Durrani,Qatar Computing Research Institute
Yonatan Bisk,Carnegie Mellon University
Mohit Bansal,"University of North Carolina, Chapel Hill"
Colin Raffel,"University of North Carolina, Chapel Hill"
Partha Pratim Talukdar,Google
Sandipan Dandipat,Microsoft
Damien Blasi,Harvard University
Ritesh Kumar,Bhimrao Ambedkar University
Bhiksha Raj,Carnegie Mellon University
William Wang,"University of California, Santa Barbara"
Danish Pruthi,"Indian Institute of Science (IISc), Bangalore"
Holger Schwenk,Meta AI
Philippe Langlais,University of Montreal
François Yvon,University Paris Sud
Alexander Fraser,LMU Munich
Shruti Rijhwani,Google
Sunayana Sitaram,Microsoft Research India
A. Seza Doğruöz,Ghent University
Antonios Anastopoulos,George Mason University
Muhammad Abdul-Magead,University of British Columbia
Naoaki Okazaki,Tokyo Institute of Technology
Nanyung (Violet) Peng,"University of California, Los Angeles"
Nitin Madnani,ETS AI Labs
Nedjma Ousidhoum,Cardiff University and University of Cambridge
Min Yang,Shenzhen Institute of Advanced Technology (SIAT)
Ryan Cotterell,ETH Zurich
Djame Seddah,University Paris-Sorbonne
Claudia Borg,University of Malta
Brian Roark,Google
Hannaneh Hajishirzi,University of Washington
Minjoon Seo,Korea Advanced Institute of Science and Technology
Roee Aharoni,Google
Alessandro Moschitti,Amazon Alexa
Benoit Sagot,INRIA
Claudia Soria,CNR-ILC
Wajdi Zaghouani,Hamad Bin Khalifa University
Marianna Apidianaki,University of Pennsylvania
Cristina España i Bonet,Deutsches Forschungszentrum für Künstliche Intelligenz
Paul Rayson,Lancaster University
Steven Schockaert,Cardiff University
Sobha Lalitha Devi,AU-KBC Research Centre
David Jurgens,University of Michigan
Saif Mohammad,National Research Council Canada
Mohammad Taher Pilehvar,Tehran Institute for Advanced Studies
Shinji Watanabe,Carnegie Mellon University
Murat Saraçlar,Bogazici University
Ahmed Ali,Qatar Computing Research Institute (QCRI)
Rita Singh,Carnegie Mellon University
Xiaodan Zhu,Queen's University
Annie Louis,Google
Horacio Saggion,Universitat Pompeu Fabra
Liang Huang,Oregon State University
Joakim Nivre,Uppsala University
Vinodkumar Prabhakaran,Google
Rada Mihalcea,University of Michigan
Monojit Choudhury,Microsoft Research Lab India
David Bamman,UC Berkeley
Diyi Yang,Georgia Institute of Technology
Paolo Rosso,"Universitat Politècnica de València, Spain"
Wenjie Li,The Hong Kong Polytechnic University
Wanxiang Che,Harbin Institute of Technology
Jason Williams,Apple
Yufang Hou,IBM Research Ireland
Sujith Ravi,SliceX AI
William Wang,"University of California, Santa Barbara"
Eduardo Blanco,University of Arizona
Alexander Rush,Cornell University
Minlie Huang,Tsinghua University
Wei 'Coco' Xu,Georgia Institute of Technology
Hoifung Poon,Microsoft Research
Alan Ritter,Georgia Institute of Technology
Kang Liu,"Institute of Automation, Chinese Academy of Sciences"
Yiqun Liu,Tsinghua University
Scott Yih,Meta AI - FAIR
Don Metzler,Google
Sameer Singh,"University of California, Irvine"
Ana Marasovic,University of Utah
Yuval Pinter,Ben-Gurion University of the Negev (BGU)
Raquel Fernandez,University of Amsterdam
Richard Futrell,"University of California, Irvine"
Taro Watanabe,Nara Institute of Science and Technology
Kevin Duh,Johns Hopkins University
Zhiyuan Liu,Tsinghua University
Anders Søgaard,University of Copenhagen
Derek Wong,University of Macau
Jiajun Zhang,Institute of Automation Chinese Academy of Sciences
Liang Huang,Oregon State University
Marcin Junczys-Dowmunt,Microsoft Redmond
Eunsol Choi,"UT Austin, Google AI"
Monojit Choudhury,Microsoft
Marek Rei,Imperial College London
Joel Tetreault,"Dataminr, Inc."
Ivan Vulic,University of Cambridge
Diarmuid Ó Séaghdha,Apple
Pasquale Minervini,University College London
Qi Zhang,Fudan University
Danqi Chen,Princeton University
Anna Rogers,University of Copenhagen
Valerio Basile,University of Turin
Jose Collados,Cardiff University
Filip Ginter,University of Turku
Linfeng Song,Tencent AI Lab
Miguel Ballesteros,AWS AI Labs
Yi Zhang,AWS AI Labs
Jackie Chi Kit Cheung,Mila / McGill University
Bernd Bohnet,Google Research
Eric Cambria,Nanyang Technological University
Meishan Zhang,"Harbin Institute of Technology (Shenzhen), China"
Jesse Thomason,USC
Yonatan Bisk,CMU
Reut Tsarfaty,Bar-Ilan University
Xiaojun Wan,Peking University
Lu Wang,University of Michigan
Fei Liu,University of Central Florida
Slav Petrov,Google
Xavier Carreras,dMetrics
German Rigau,University of the Basque Country
Xiang Ren,University of Southern California
Luke Zettlemoyer,University of Washington and Meta
Colin Raffel,UNC Chapel Hill and Hugging Face
Kenton Lee,Google Research
Yoon Kim,Massachusetts Institute of Technology
Mihai Surdeanu,University of Arizona
Kenji Sagae,"University of California, Davis"
Jonathan May,Information Sciences Institute University of Southern California
Xuanjing Huang,Fudan University
Lucia Specia,Imperial College London
Scott Wen-tau Yih,Facebook
Jing Jiang,Singapore Management University (Senior Chair)
Alan Ritter,Georgia Institute of Technology (Senior Chair)
Jacob Eisenstein,Google
Kristen Johnson,Michigan State University
David Jurgens,University of Michigan
Preslav Nakov,"Qatar Computing Research Institute, HBKU"
Simone Paolo Ponzetto,University of Mannheim
Andrew Schwartz,Stony Brook University
Wei Xu,Georgia Institute of Technology
Justine Zhang,Cornell University
Annemarie Friedrich,Bosch Center for Artificial Intelligence (Senior Chair)
Kevin Small,Amazon (Senior Chair)
Ruihua Song,Renmin University (Senior Chair)
Emily Dinan,Facebook AI Research
Zhicheng Dou,Renmin University of China
Kallirroi Georgila,University of Southern California
Alborz Geramifard,Facebook AI
Casey Kennington,Boise State University
Yanyan Lan,Tsinghua University
Pearl Pu,EPFL
Oleg Rokhlenko,Amazon Research
Gabriel Skantze,KTH Speech Music and Hearing
Han Ting,National Institute of Advanced Industrial Science and Technology
Stefan Ultes,Mercedes-Benz AG
Thang Vu,University of Stuttgart
Wei Wu,Meituan
Youzheng Wu,JDAI Research
Min Yang,Chinese Academy of Sciences
Sina Zarrieß,University of Bielefeld
Weinan Zhang,Harbin Institute of Technology
Guodong Zhou,Soochow University (Senior Chair)
Fang Kong,Soochow University
Xiaojie Wang,Beijing University of Posts and Telecommunications
Rui Xia,Nanjing University of Science and Technology
Ruifeng Xu,"Harbin Institute of Technology, Shenzhen"
Jesse Dodge,Allen Institute for AI (Senior Chair)
Gabriel Stanovsky,The Hebrew University of Jerusalem (Senior Chair)
Aleksandr Drozd,RIKEN Center for Computational Science
Jonathan Frankle,MIT
Adhi Kuncoro,University of Oxford and DeepMind
Andreas Rücklé,Amazon
Benoît Sagot,Inria
Emma Strubell,Carnegie Mellon University
Natalie Schluter,IT University of Copenhagen (Senior Chair)
Sasha Luccioni,University of Montreal
Marta Ruiz Costa-Jussa,Universitat Politècnica de Catalunya
Simon Suster,University of Melbourne
Nan Duan,Microsoft Research Asia (Senior Chair)
Mohit Iyyer,University of Massachusetts Amherst (Senior Chair)
Advaith Siddharthan,The Open University (Senior Chair)
Anya Belz,"ADAPT Research Centre, Dublin City University"
Asli Celikyilmaz,Facebook AI Research
Nina Dethlefs,University of Hull
Angela Fan,Facebook AI Research
Albert Gatt,Utrecht University
Yeyun Gong,Microsoft Research Asia
Meng Jiang,University of Notre Dame
Chenghua Lin,"Department of Computer Science, University of Sheffield"
Nanyun Peng,"University of California, Los Angeles"
Hannah Rashkin,Google Research
Hiroya Takamura,The National Institute of Advanced Industrial Science and Technology
Rui Yan,Renmin University of China
Jiajun Zhang,"Institute of Automation, Chinese Academy of Sciences"
Leon Derczynski,IT University of Copenhagen (Senior Chair)
Fei Liu,University of Central Florida (Senior Chair)
Kang Liu,"Institute of Automation, Chinese Academy of Sciences (Senior Chair)"
Christos Christodoulopoulos,Amazon Research
Manuel Ciosici,University of Southern California
Gerard de Melo,"Hasso Plattner Institute, University of Potsdam"
Antoine Doucet,University of La Rochelle
Doug Downey,"Allen Institute for AI, Northwestern University"
Mahmoud El-Haj,Lancaster University
Yansong Feng,Peking University
Xianpei Han,"Institute of Software, Chinese Academy of Sciences"
Luheng He,Google
Zhiyuan Liu,Tsinghua University
Stephen Mayhew,Duolingo
Tim Miller,Boston Children’s Hospital and Harvard Medical School
Thien Huu Nguyen,University of Oregon
Qiang Ning,Amazon
Marius Pasca,Google
Hoifung Poon,Microsoft Research
Roi Reichart,Technion-Israel Institute of Technology
Xiang Ren,University of Southern California
Yangqiu Song,HKUST
Jie Yang,Zhejiang University
Dian Yu,Tencent AI Lab
Mo Yu,IBM Research
Mark Sanderson,RMIT University (Senior Chair)
Andrew Yates,Max Planck Institute for Informatics (Senior Chair)
Simone Filice,Amazon
Ahmed Hassan Awadallah,Microsoft Research
Evangelos Kanoulas,University of Amsterdam
Sarvnaz Karimi,CSIRO
Heri Ramampiaro,Norwegian University of Science and Technology (NTNU)
Suzan Verberne,"LIACS, Leiden University"
Thuy Vu,Amazon
Jenny Zhang,RMIT University
Zachary Lipton,Carnegie Mellon University (Senior Chair)
Francesca Toni,Imperial College London (Senior Chair)
Leila Arras,Fraunhofer Heinrich Hertz Institute
Jasmijn Bastings,Google
Grzegorz Chrupała,Tilburg University
Kevin Clark,Google
Oana Cocarascu,King’s College London
Yonatan Belinkov,Technion
Sebastian Gehrmann,Google Research
Dieuwke Hupkes,Facebook AI Research
Piyawat Lertvittayakumjorn,Imperial College London
Anna Rogers,University of Copenhagen
Naomi Saphra,New York University
Sameer Singh,"University of California, Irvine"
Byron Wallace,Northeastern University
Ryan Cotterell,ETH Zürich (Senior Chair)
Afra Alishahi,Tilburg University
Kyle Mahowald,University of Texas at Austin
Aida Nematzadeh,DeepMind
Adina Williams,Facebook AI
Isabelle Augenstein,University of Copenhagen (Senior Chair)
Angeliki Lazaridou,DeepMind (Senior Chair)
Wei Lu,Singapore University of Technology and Design (Senior Chair)
Karthik Narasimhan,Princeton University (Senior Chair)
Yuki Arase,Osaka University
Daniel Beck,University of Melbourne
Iz Beltagy,Allen Institute for AI (AI2)
Kai-Wei Chang,UCLA
Georgiana Dinu,Amazon AWS
Lea Frermann,Melbourne University
Yoav Goldberg,Bar Ilan University
Yoon Kim,"MIT, IBM"
Carolin Lawrence,NEC Laboratories Europe
Tao Lei,Google
Lei Li,UCSB
André Martins,"Unbabel, Instituto de Telecomunicacoes"
Vlad Niculae,University of Amsterdam
Siva Reddy,McGill University
Vivek Srikumar,University of Utah
Karl Stratos,Rutgers University
Jun Suzuki,Tohoku University/RIKEN Center for AI
Swabha Swayamdipta,Allen Institute for Artificial Intelligence
Yulia Tsvetkov,University of Washington
Sam Wiseman,Duke University
Alexandra Birch,University of Edinburgh (Senior Chair)
Yang Feng,"Institute of Computing Technology, Chinese Academy of Sciences (Senior Chair)"
Veselin Stoyanov,Facebook (Senior Chair)
Boxing Chen,Alibaba
Colin Cherry,Google
Trevor Cohn,University of Melbourne
Marcello Federico,Amazon AI
Orhan Firat,Google AI
Dan Garrette,Google Research
Zhongjun He,"Baidu, Inc."
Tong Xiao,Northeastern University
Junhui Li,"Soochow University, Suzhou"
Yang Liu,Tsinghua University
Qun Liu,Huawei Noah’s Ark Lab
Rico Sennrich,University of Zurich
Taro Watanabe,Nara Institute of Science and Technology
Deyi Xiong,Tianjin University
Imed Zitouni,Google
Dina Demner-Fushman,National Library of Medicine (Senior Chair)
Shafiq Rayhan Joty,Nanyang Technological University (Senior Chair)
Maria Liakata,Queen Mary University of London (Senior Chair)
Nikolaos Aletras,University of Sheffield and Amazon
Emilia Apostolova,Language.ai
Steven Bedrick,Oregon Health & Science University
Aoife Cahill,Dataminr
Nancy Chen,"Institute for Infocomm Research, A*STAR"
Fenia Christopoulou,Huawei Noah’s Ark Lab
Nadir Durrani,QCRI
Wei Gao,Singapore Management University
Travis Goodwin,U.S. National Library of Medicine
Yulan He,University of Warwick
Lifu Huang,Virginia Tech
David Mimno,Cornell University
Makoto Miwa,Toyota Technological Institute
Tristan Naumann,Microsoft Research
Dong Nguyen,Utrecht University
Diarmuid Ó Séaghdha,Apple
Nazneen Rajani,Salesforce Research
Kirk Roberts,University of Texas Health Science Center at Houston
Hassan Sajjad,Qatar Computing Research Institute
Yi Tay,Google
Thy Thy Tran,Technische Universität Darmstadt
Karin Verspoor,RMIT University
Chrysoula Zerva,Instituto de Telecomunicacoes-IST
Aston Zhang,AWS AI
Xipeng Qiu,Fudan University (Senior Chair)
Baobao Chang,"Institute of Computational Linguistic, Peking University"
Ryan Cotterell,ETH Zürich
Hinrich Schütze,University of Munich
Hai Zhao,Shanghai Jiao Tong University
Eunsol Choi,UT Austin (Senior Chair)
Matt Gardner,Allen Institute for Artificial Intelligence (Senior Chair)
Jonathan Berant,Tel Aviv University and AI2
Jordan Boyd-Graber,University of Maryland
Danqi Chen,Princeton University
Yiming Cui,Harbin Institute of Technology
Hannaneh Hajishirzi,University of Washington
Robin Jia,University of Southern California
Tushar Khot,Allen Institute for AI
Tom Kwiatkowski,Google
Kenton Lee,Google Research
Jimmy Lin,University of Waterloo
Minjoon Seo,KAIST
Pontus Stenetorp,University College London
Alon Talmor,"Allen Institute for AI, Tel-Aviv University"
Yvette Graham,"ADAPT, Trinity College Dublin (Senior Chair)"
Markus Freitag,Google Research
Gareth Jones,Dublin City University
Gerasimos Lampouras,Huawei Noah’s Ark Lab
Simon Mille,Pompeu Fabra University
Ajay Nagesh,DiDi Labs
Barbara Plank,IT University of Copenhagen
Maja Popovi´c,"ADAPT, Dublin City University"
Ines Rehbein,University of Mannheim
Tim Baldwin,The University of Melbourne (Senior Chair)
Sonal Gupta,Facebook (Senior Chair)
James Henderson,Idiap Research Institute (Senior Chair)
Marianna Apidianaki,University of Helsinki
Wai Lam,The Chinese University of Hong Kong
Jey Han Lau,The University of Melbourne
Mike Lewis,Facebook AI Research
Koji Mineshima,Keio University
Nafise Sadat Moosavi,"UKPLab, Technische Universität Darmstadt"
Naoaki Okazaki,Tokyo Institute of Technology
Tommaso Pasini,University of Copenhagen
Panupong Pasupat,Google
Michael Roth,University of Stuttgart
Aline Villavicencio,"University of Sheffield, UK"
Ivan Vulic,University of Cambridge
Diyi Yang,Georgia Institute of Technology
