name,affiliation
Marco Volino,University of Surrey
Benjamin Watson,North Carolina State University
Shuang Zhao,"University of California, Irvine"
Kun Zhou,Zhejiang University
Dan Casas,"Universidad Rey Juan Carlos, Madrid"
Eric Haines,NVIDIA
Sheldon Andrews,École de technologie supérieure
Natalya Tatarchuk,Unity Technologies
Zdravko Velinov,Disney Research LA
Ulf Assarsson,Chalmers University of Technology
Laurent Belcour,Unity Technologies
Ari Rapkin Blenkhorn,Johns Hopkins University Applied Physics Lab
Ronan Boulic,Ecole Polytechnique Federale de Lausanne
Derek Bradley,Disney Research
Petrik Clarberg,NVIDIA
Matthew Cong,Industrial Light and Magic
Jeremy Cowles,Unity Technologies
Jonathan Dupuy,Unity Technologies
Elmar Eisemann,Delft University of Technology
Tim Foley,NVIDIA
Mihai Francu,University of Copenhagen
Abhinav Golas,Samsung Research America
Adrien Gruson,McGill University
Eric Guérin,INSA de Lyon
Toshiya Hachisuka,The University of Tokyo
Eric Heitz,Unity Technologies
Sebastien Hillaire,Epic Games
Naty Hoffman,Lucasfilm
Daniel Holden,Ubisoft La Forge
Jose A. Iglesias Guitian,University of A Coruña (UDC)
Michal Iwanicki,Activision
Anton Kaplanyan,Facebook
Sofian Khiat,Unity Technologies
Miles Macklin,NVIDIA / University of Copenhagen
Steve McAuley,Ubisoft Montreal
Michael McGuffin,ETS Montreal
Morgan McGuire,NVIDIA
Aline Normoyle,Swarthmore College
Carol O'Sullivan,Trinity College Dublin
Chris Oat,Rockstar Games
Anjul Patney,NVIDIA
Sumanta Pattanaik,UCF
Nuria Pelechano,Universitat Politecnica de Catalunya
Angelo Pesce,Activision
Jesús Pérez,URJC
Marco Salvi,NVIDIA
Tamar Shinar,University of California Riverside
Erik Sintorn,Chalmers University of Technology
Michael Stengel,NVIDIA
Qi Sun,NVIDIA
Andrea Tagliasacchi,Google Brain
Steve Tonneau,University of Edinburgh
Yury Uralsky,NVIDIA
Michael Vance,Activision
Kangxue Yin,Simon Fraser University
Sung-Eui Yoon,KAIST
Cem Yuksel,University of Utah
Gabriel Zachmann,University of Bremen
Shuang Zhao,University of California Irvine
Sheldon Andrews,École de technologie supérieure
Natalya Tatarchuk,Unity Technologies
Morgan McGuire,NVIDIA
Derek Nowrouzezahrai,McGill University
Dan Casas,"Universidad Rey Juan Carlos, Madrid"
Ulf Assarsson,Chalmers University of Technology
Norman Badler,University of Pennsylvania
Laurent Belcour,Unity Research
Ari Rapkin Blenkhorn,Leidos
Tamy Boubekeur,Telecom ParisTech
Dan Calian,University College London
Petrik Clarberg,NVIDIA
Michael Doggett,Lund University
Jonathan Dupuy,Unity Research
Elmar Eisemann,Delft University of Technology
Tim Foley,NVIDIA
Eric Haines,NVIDIA
Eric Heitz,Unity Technologies
Anton Kaplanyan,Oculus Research
John Keyser,Texas A & M University
Paul Lalonde,Google
Douglas Lanman,
David McAllister,
Bochang Moon,Gwangju Institute of Science and Technology
Matthias Niessner,Technical University of Munich
Aline Normoyle,University of Pennsylvania
Romain Pacanowski,CNRS
Anjul Patney,NVIDIA
Sumanta Pattanaik,University of Central Florida
Nuria Pelechano,Universitat Politècnica de Catalunya
Tobias Ritschel,MPI Informatik
Marco Salvi,NVIDIA
Pedro Sander,The Hong Kong University of Science and Technology
Ari Shapiro,University of Southern California
Tamar Shinar,University of California Riverside
Erik Sintorn,Chalmers University of Technology
Michael Stengel,NVIDIA
Kartic Subr,University of Edinburgh
Qi Sun,Adobe Research
Ingo Wald,NVIDIA
Huamin Wang,The Ohio State University
Sung-Eui Yoon,Korea Advanced Institute of Science and Technology
Cem Yuksel,University of Utah
Shuang Zhao,University of California Irvine
Kun Zhou,Zhejiang University
